chr	summit
III	141077
III	10578849
V	6976616
IV	50883388
X	32536927
V	28795572
I	47480077
I	31852654
I	47556926
II	37371984
II	40059558
III	21932922
X	10829900
I	46449792
V	20741743
IV	42019647
V	31574121
I	27587921
II	41208486
IV	41153670
V	3952838
V	33840122
V	31856353
X	11762977
II	10845968
IV	37042073
I	15185604
X	15050065
I	6343711
I	18370016
I	39325487
I	4074841
III	13770030
III	18203007
III	39182384
III	22853621
III	12169206
I	44079854
III	3927215
V	8670088
X	21957814
IV	53856994
V	36317380
X	20491733
I	5080282
II	1362430
V	26102435
III	15414389
III	33468280
IV	8025374
IV	32087367
I	17559180
X	27108438
I	34170954
II	8510414
IV	31437122
II	26754170
I	21485646
III	39587101
IV	37039348
III	18740635
I	25490116
II	9027333
III	6390934
III	9084218
III	15950150
III	43509284
III	39604774
III	10674119
X	31988984
IV	37233655
IV	32060917
I	27055847
I	5050448
III	38454911
V	45257881
X	8549652
X	32618240
X	24785868
I	35653243
I	36384055
I	39774161
V	14178326
V	34672743
I	637650
X	33020432
II	17426580
III	12880948
III	44957345
X	5767454
III	22864125
III	1015849
I	13625756
III	22034020
II	43302548
I	11018360
X	25471334
IV	7539479
III	36885753
II	47055252
II	19397139
X	5503761
IV	7797842
I	27434038
I	7203320
I	22052588
IV	53116891
II	40423008
III	6386915
I	21263476
I	34419629
IV	10106998
V	21163868
II	40710863
V	17873360
II	8519149
I	4759578
III	3056792
V	4413875
IV	27701326
IV	19005436
III	19495451
I	31821188
V	29847469
V	42877724
X	6858411
III	6164360
IV	27918046
II	30116504
V	31051116
IV	5514433
IV	206107
X	34037679
IV	45963312
III	37396675
V	40066810
X	17076443
V	44487892
X	31423728
I	8979716
I	34864264
I	37513057
II	9127663
III	43535001
IV	46595090
V	45817117
V	43867776
III	42517980
IV	7870372
I	2773404
X	8776645
III	6889479
V	37294193
II	5292367
IV	23056196
I	10914984
III	22867757
I	42637959
I	21377091
II	14737692
III	14848263
III	37769627
V	4949403
X	26077827
II	41968517
II	28836115
V	28284463
II	46354106
V	14310400
III	1020515
V	5553819
IV	6368048
II	39610853
IV	6675558
II	18521147
II	26902259
V	16880045
X	10507045
III	15574988
III	20598024
II	22307091
IV	30781322
IV	44911455
V	23400071
I	28630010
V	33414446
V	45516168
X	16311405
III	31112541
I	15184045
X	31916806
III	5066612
IV	42587468
I	26651892
IV	54432813
III	15369307
III	38690351
I	45360663
III	10193342
V	4625343
II	40062210
IV	13145170
IV	554015
X	33767971
II	10585792
IV	14772604
I	9125553
IV	15563821
I	16393818
IV	45737549
X	15320167
X	3659880
II	29337469
III	18962421
V	29842390
I	46060507
V	16704817
II	31501520
I	19019920
III	38552579
I	27484460
V	28814691
X	26470976
III	29660024
IV	23675105
V	12968959
III	32233691
V	48525729
III	17508325
IV	26663606
IV	51234441
V	47962013
V	18467720
X	11020431
IV	7228656
I	34196453
II	22032391
II	8390803
III	41879194
V	36225786
IV	5503568
I	8899264
III	26117689
I	33107716
X	9657664
II	40033956
I	47703403
II	1482473
I	9592624
I	12421005
I	27397659
I	38621588
II	1836071
II	36902479
IV	5429806
V	14579090
III	25770539
III	32141338
III	35324497
II	31759105
I	47481480
I	42512640
X	23327634
I	8702200
IV	46919
III	43841823
III	6431387
I	5196105
I	12422698
I	24169353
I	39029415
II	35502635
IV	51916638
V	12736606
II	47480998
IV	51925019
II	3445735
II	21199578
I	47819122
V	3483560
II	32196580
V	11802170
I	34379054
II	30416125
III	19026800
V	45818298
X	2938033
I	953085
V	36884769
II	39311171
V	660553
X	2857847
I	28776808
X	32097921
II	44030687
II	11901853
X	19938514
IV	13216048
I	5343090
I	39110879
II	28258682
II	41168483
III	15383891
IV	16243829
X	16934864
I	2397988
IV	7854419
I	1123964
I	8688328
X	12545036
III	42687016
II	34791762
II	7128379
III	44243463
IV	50435095
V	22017332
IV	21074339
II	18603505
I	8667036
III	33478572
III	24444482
II	26557857
V	4589
X	30113182
I	36135604
III	41044027
IV	18574431
IV	33528635
I	4706520
V	16823071
IV	28635542
IV	31667666
III	38837272
V	40084108
IV	27085509
II	40708745
I	43029082
III	5803818
III	33285869
III	12027941
I	43188406
II	23548325
X	24673041
X	7231783
X	12837257
I	6443306
I	3881721
V	41990502
X	32743781
IV	5465870
V	48319098
III	9304602
IV	52781356
V	27187349
IV	29660968
IV	13408481
IV	27096830
III	34106094
II	27877066
V	40262996
IV	48830282
III	42630341
IV	32452318
X	20323118
IV	16285164
I	20242591
I	20244152
I	41837360
IV	24445060
V	9337387
III	28737117
X	18974218
IV	25863359
IV	1684914
I	41868799
II	6233320
X	19603036
IV	12477541
X	19905190
II	40126283
X	10900706
IV	7806096
II	20611989
V	5110087
X	1589307
II	8345942
I	47503630
I	43644844
X	3653960
II	29037515
I	7208987
I	27586909
II	36411979
II	44390636
III	32122854
IV	28571082
IV	37307551
I	8672364
X	8550971
II	6806715
X	28709765
III	19555311
III	33466608
V	45023311
I	9263595
II	15156598
IV	11848304
III	9893502
III	25333382
IV	2149384
IV	15589461
IV	45526304
I	26721985
I	33851585
III	28884068
IV	10912752
V	29849219
V	5521975
I	8680808
III	30390646
II	1054352
III	39417709
III	45270988
I	16459675
IV	2056922
II	10604706
X	19527808
III	994026
IV	54269261
II	18939511
V	44363780
IV	27920079
III	32238210
II	3152337
I	25260472
II	32355285
IV	21427927
IV	35234277
V	22776846
IV	34404625
IV	50451576
III	40421281
III	35813919
V	31031258
III	1011987
III	34857212
II	7951822
V	4749396
III	11824140
V	39025154
IV	52426477
I	8677647
X	3058536
I	45124968
II	38504461
III	1472365
IV	38337239
IV	46537934
V	29965406
X	28794995
II	29267885
IV	29668402
V	28282337
IV	34367896
II	37379904
III	177777
II	12553968
I	15205294
II	34327850
III	43100980
IV	30276170
V	31010695
IV	53840156
II	42984493
II	9363257
I	36572776
IV	15178404
II	40112483
I	9136038
I	21990095
II	29966253
III	10577969
III	29031320
IV	9059692
X	2938797
X	4812769
I	23588420
V	15927062
III	5511053
II	44031926
IV	452179
V	30713065
II	40942367
V	20742131
V	12606470
III	26873739
V	46456995
IV	43658004
IV	12499790
V	29350742
V	418304
III	38353421
V	14608952
I	17278034
X	14427985
IV	25560436
IV	41698013
II	24985003
I	2122870
I	41834195
V	14921816
X	12638480
IV	44393853
I	33350195
III	2866658
V	34714733
X	12268108
I	21285199
V	3023714
V	19546580
IV	15551924
II	787877
X	3316142
II	27880900
I	2941261
III	3952033
IV	37031619
IV	44246535
IV	29468503
I	41820385
II	29159917
II	46996597
I	5613511
I	46333870
III	39314274
I	40083981
II	28530758
V	48260248
V	41307552
X	3092908
II	26315540
V	19361462
I	11159231
X	28891475
IV	19308055
I	2104443
III	15712936
IV	28369786
II	3919318
II	35264792
IV	3270157
II	35855077
II	32038250
III	31730916
III	40748818
III	4802596
IV	1234248
V	43438979
I	30936929
II	42659035
IV	1490159
III	22856714
IV	50422204
V	42458639
I	34191418
II	22304653
I	2739481
III	1062033
III	44510984
V	4922591
V	19575121
III	31504294
IV	1857862
IV	12001306
V	25103872
X	31089787
III	5363644
I	3570675
I	5673069
I	10064099
III	11890889
V	26905802
V	16243046
I	30934887
I	44202280
X	31917954
II	7353315
V	29367004
IV	36032743
I	12580241
II	9033154
X	13616800
I	1207720
I	8212615
I	14439320
I	22000551
II	14597239
IV	47688576
V	7992929
I	34361030
III	43212266
V	40076293
I	2405272
II	10265024
II	40064110
III	10200736
IV	53835395
III	13706308
V	45525442
III	773330
X	32741556
V	37679746
V	38586871
I	46010737
III	16844993
III	18297428
IV	53175924
V	17687898
IV	23516054
V	42437570
IV	26942341
V	2029559
I	41797402
IV	54439910
I	19268348
X	32141200
I	7629243
IV	647956
V	28513197
II	48392559
I	3224608
I	25078935
I	25235755
I	35884318
II	26113452
II	33466324
III	10826145
III	11187386
III	38812659
IV	14762296
II	7405185
IV	37020334
III	15378042
IV	38167370
IV	2055358
I	10433804
I	44082747
IV	39019308
I	38165529
II	5669826
X	28308282
III	35920298
III	39548139
V	22575103
X	28870809
I	2454828
III	8740384
IV	39998917
V	4008441
X	3134466
II	10205291
V	26901436
II	22577294
III	32397718
III	12091870
II	22270740
II	28667372
IV	13107346
V	4598613
III	46010660
III	25605578
III	19975950
V	17458278
V	20343467
III	38970711
I	11017799
X	27312562
II	42085194
IV	6349605
X	14337233
V	28277789
II	31312291
III	13409711
III	27393308
IV	17787340
X	1824646
III	36323244
III	18162854
IV	52428231
X	5806582
IV	46803627
II	29239053
III	3667238
III	13413321
V	13233525
V	34762327
II	10772071
IV	18832849
X	13601935
IV	52462465
V	30355694
III	39742756
X	4460184
V	283114
X	6832898
II	5592332
I	19269633
V	45676930
II	787110
X	31923189
I	1494831
I	4499555
III	26107925
V	14920177
V	27150734
V	28657183
X	11174205
V	47853353
X	3646278
X	3624821
III	35602398
V	4029775
X	33588129
III	11757364
I	26566322
V	26701774
V	27455337
X	18118353
II	707391
X	2014816
V	18658780
IV	21066201
X	15173575
I	855597
I	9559664
X	16693980
I	2898199
II	19383853
III	22532392
IV	2090311
IV	22028885
IV	43716119
V	45817948
IV	39708082
III	631487
III	32063721
I	16014603
IV	46455829
III	41528102
X	8561766
III	36330960
X	21903911
II	7772412
IV	35264218
X	20496554
X	7945185
II	47745252
V	8799627
I	6321046
III	36617370
X	28888672
X	20377590
I	13849638
II	18675210
II	24632555
III	17510932
III	28196957
III	42593969
IV	22294575
X	7880166
X	20671214
I	10101701
II	27885608
IV	34403547
III	5510458
III	36554425
V	8968309
I	27258213
IV	30778750
IV	7847725
V	2386579
I	27549512
X	3384043
II	31556803
X	22265912
V	1694355
II	8522154
II	8009977
IV	5233761
IV	22545507
III	4758168
I	26431952
X	14429060
V	28249118
X	7884553
IV	9268615
X	988686
I	40082171
X	3263883
I	47511607
X	26751107
III	5714229
II	6279006
II	749513
X	3676129
I	2851631
I	7867928
I	8994162
I	13818278
I	19781908
II	7675779
III	18903451
III	28656322
IV	13131597
IV	53970818
V	28870678
I	47661978
I	23591901
X	7987681
I	47243758
I	5753349
II	45474674
X	403039
II	13768404
I	8611898
X	20379525
I	26025158
V	20542091
V	20542585
X	18139326
IV	22761947
II	46350210
V	45683641
IV	36822608
IV	41932031
I	2120944
I	13486258
II	21992202
II	28260391
III	3643689
III	21375719
III	31639641
IV	15349146
IV	20602123
IV	36855693
IV	53115172
V	25865971
V	47915096
V	26016684
IV	39023886
V	29536842
II	5596488
I	33115593
V	401736
I	17349897
II	9355038
V	5360591
II	6569208
II	9740429
II	33986990
III	25096638
IV	7033928
IV	52627439
II	40117217
IV	27694098
V	37032090
II	42261885
X	6584902
I	10002146
I	12398631
II	1837650
III	2135802
III	31653902
IV	23571088
II	16182245
II	24455535
III	12765810
X	4305371
X	27794050
IV	53846066
III	6233684
X	23875581
IV	7218196
V	16554825
II	46250221
I	33833264
II	6137673
II	44603193
II	41500034
III	14289603
IV	13153150
I	18981732
III	14388
IV	9891014
X	33021368
I	32443936
I	34223087
III	27652258
IV	43828848
V	10976810
I	27299807
IV	50437604
V	47897906
IV	36587021
II	2623206
V	49096572
X	21813079
III	40835622
III	34436246
III	31148389
IV	28962968
X	241477
V	36928447
II	20742803
II	40477453
IV	4894655
IV	27733075
I	29449349
III	45640942
V	40077170
X	15837619
I	13632211
II	21673226
III	11399184
IV	4613812
IV	32896499
IV	37030393
IV	37613943
I	17771762
IV	19667115
X	23876828
V	7839135
X	6407388
X	21670092
III	5770289
I	15253330
X	34183231
II	39252058
V	33755800
III	15016913
II	37375540
III	35814517
IV	38980490
V	4763328
I	41588573
II	37344755
IV	22021405
IV	43524473
V	48122527
V	9126029
II	37472071
V	6350600
V	25809253
III	4829725
IV	53926179
V	48214216
V	48068581
X	17432012
II	14774551
II	15583583
II	40861667
IV	42617521
V	6997004
I	4493274
I	4626819
IV	26436864
V	19567326
III	22587719
V	41891169
I	17264354
X	31139229
II	46686913
II	6278478
II	42983303
II	16697877
II	5401521
III	21223464
III	35007669
II	8370297
X	14673962
V	35142463
II	47470512
IV	41001668
IV	54175888
I	14070342
I	4496343
I	41917127
III	19970065
V	22935540
IV	7832952
I	43459678
II	29817151
III	6645760
III	27165064
IV	21280214
V	30918563
III	45610813
X	24252330
II	39673136
III	44988214
II	47199974
IV	52871306
III	5962650
III	39908458
IV	33245696
V	43546853
III	14055805
II	28831401
X	22662772
V	44485381
III	27840276
II	35893497
X	18955324
X	88211
IV	403059
IV	14859549
X	29131900
V	403712
II	40415471
X	2008747
X	4652682
III	5372878
II	18357160
III	14843045
III	30408638
III	44179047
IV	6302936
IV	9069326
IV	47999598
V	33542778
V	45800436
X	27471201
I	6721453
V	5423406
II	48059576
V	12260800
I	37852817
II	9738574
II	42713005
IV	35418697
V	32413671
X	1176023
X	17727191
X	18067486
I	5598515
I	16184381
V	15817013
II	47018850
I	15831208
I	34158327
II	11485076
I	47633130
V	38569024
III	32591369
I	9960470
V	29429056
III	38357650
I	21487858
V	33748535
IV	50438942
I	10256842
I	36009910
III	25445866
III	39036258
III	39508296
IV	7946738
IV	23211510
V	20162101
V	29389036
X	27962935
X	23878596
II	47712344
V	27168195
II	31809690
II	36949813
V	1991434
V	47647779
II	46667590
IV	15846948
IV	15776858
I	15695009
I	6345353
II	47261932
V	49122919
V	41039553
I	28798330
I	6806344
III	15363590
X	33831923
IV	12959847
IV	5248739
IV	49888821
IV	29267507
V	2878887
X	7415639
I	2711006
I	4377930
I	8995387
I	34533153
I	45168301
III	90508
III	35823105
IV	4640546
V	12524228
V	36572151
II	8508182
IV	6651074
V	25646727
V	3684207
I	4570840
I	28485660
II	9739591
II	13999345
V	15063235
X	18262773
I	26323657
III	22862599
IV	47950299
IV	18765238
X	23336200
X	5612016
X	19768415
II	22168770
II	39149632
IV	18658701
IV	47493398
IV	51210300
II	44504211
III	12862557
II	28532026
I	16525259
II	40123697
X	8548228
X	12597130
IV	38467084
IV	30070725
III	37915000
V	5513036
III	8109671
III	26700859
IV	19676077
IV	34309783
IV	24305784
IV	13064101
II	21867585
I	39451999
I	47690170
III	32730436
IV	374358
I	40087065
II	4702743
III	31558511
I	11704593
I	43985810
II	44567479
II	3400038
I	11148304
I	15220655
I	34858224
II	2912748
III	35424776
IV	1900288
IV	15781267
IV	26729889
I	47137098
V	3174374
II	45439547
III	5709871
IV	33266390
I	42672265
I	39462200
I	46288967
I	11206520
III	44900149
IV	16412039
V	20402802
I	34496508
IV	29545642
II	9360634
II	14777685
II	1091643
I	8983242
III	4861460
V	29423758
II	23352115
III	26778196
II	27347647
II	29011623
III	29344107
X	10310061
I	7896129
I	12833720
II	2054355
III	22841628
X	20640827
X	2206423
III	12855945
X	33946955
I	3563789
II	11332064
II	18669487
IV	26752349
V	25619888
V	26370005
V	42179971
III	41518018
IV	44385237
II	46447438
IV	14330857
IV	6697642
III	28427472
I	2051706
I	14732814
I	33449930
II	15675855
II	40774729
III	12899219
III	31656177
IV	43526914
X	3133463
V	16969569
II	41195785
I	33831068
V	29410818
III	38329341
IV	13514156
V	30695245
I	19240549
V	14844820
IV	28666522
V	6604959
III	21458004
III	9834543
I	11150299
III	15015685
V	20342229
I	44804917
II	40017097
II	34852617
X	5648189
II	42087801
II	6686115
II	40490138
III	27822312
IV	1685454
IV	37246396
II	31512091
III	13820816
I	8985810
I	5335241
I	34137793
II	17446110
IV	8876234
IV	11846448
IV	43528198
V	5231427
V	26324651
V	46465270
X	4761120
II	37473092
IV	38313911
II	39984819
II	43397112
IV	45991154
III	29756633
II	440847
IV	46792795
X	24339115
V	4626698
IV	25354990
IV	32712854
IV	11788562
I	18574784
I	1380793
II	777497
X	18051853
III	19261904
III	33845831
IV	41888450
V	6927850
X	17875542
III	2614400
IV	15772460
II	7979234
I	5431159
II	36687700
I	4619223
I	9933959
I	15099562
III	7600456
III	14823320
III	37403640
IV	28311817
V	23916693
III	5674532
II	34297569
I	34495933
II	32727901
V	3543772
I	47910468
I	41824374
II	8549358
III	5277571
X	873550
II	39247697
I	43415715
II	47009650
III	36353983
X	473170
V	48009574
II	3787422
III	18724520
IV	36277231
IV	50767894
V	1331018
V	7226779
X	18321613
X	10197009
X	29809887
I	2409821
III	37991992
III	43609396
IV	45522677
IV	27110206
II	3879323
II	46343378
II	41585532
III	27892665
IV	40590274
X	22550009
II	11503622
I	14591683
II	6579535
IV	8624149
III	1908288
I	28775379
X	1898499
II	20023110
X	3703995
X	33414831
I	5408786
III	43581493
X	19534752
III	5444271
III	3722680
III	21029788
X	17721754
I	25584897
I	31342130
I	31963132
II	9722846
III	436692
III	15573317
III	45189540
IV	35547802
V	20806536
V	29007661
X	2805966
I	12570147
IV	5299745
III	17337195
IV	27790267
II	43616947
III	13818265
I	14874319
X	2704273
IV	22831732
X	20797838
I	17296399
III	36614488
X	2856869
IV	36804999
IV	51917920
IV	490300
II	45363434
I	10794774
III	20465412
I	45827325
I	39809688
II	21202969
III	21063558
X	4148377
V	48480321
II	9736668
I	47296324
II	27207712
II	33298745
III	2164423
III	27835668
III	32331244
IV	3868405
V	6600596
V	19550635
V	29171438
V	46467625
IV	27114907
I	14081824
II	38353988
II	39337043
IV	1700675
IV	19641369
IV	21306550
V	3988118
IV	18889729
V	26106004
IV	43842259
II	25648806
IV	42846536
I	947919
II	33659587
I	10056731
V	22031411
X	7446896
II	18614118
X	30925534
IV	19500080
I	46073405
IV	27109173
V	48746040
V	41892367
I	38188871
V	29414517
I	999013
X	28132929
II	36716948
X	5905669
II	42150760
I	31784519
I	39598387
II	2486269
III	438998
III	11455608
III	22386825
X	6034340
X	8309920
II	560394
I	25053983
II	19313334
II	43264342
II	27151233
II	42236161
X	14180068
I	8071697
I	2393057
III	45928156
X	15007959
I	42652716
II	26380362
III	4499977
I	28797367
I	2365456
X	3265268
II	47616134
IV	12875200
X	19535642
III	28694774
II	31607965
I	3551820
X	2081711
I	11943056
I	12923565
I	17598881
II	1834503
III	12837065
III	24781457
IV	41447612
V	16099173
V	26888382
V	40943930
V	48173153
X	26126209
X	28711988
X	33355143
I	35213074
II	46668580
IV	52576369
X	26252291
III	24446055
V	36915035
IV	53212979
I	3464045
IV	53548814
II	6406804
I	15206513
II	10844951
II	4794659
IV	27016210
IV	15907932
V	7710504
V	11103578
I	42341152
II	31343216
V	34711857
V	40092251
V	17880409
I	4731789
I	3139745
I	9749205
I	23602010
I	27701455
I	42489639
II	37510184
II	41960031
III	18731858
III	25658678
III	33327420
IV	14924922
IV	30592933
IV	49272796
X	29581162
I	42679119
X	9666663
I	22457458
I	27678884
I	46789022
II	15953610
III	20090995
IV	36945302
V	28716078
I	22541753
IV	43767283
III	11754341
II	40226640
II	20822972
I	34198866
IV	50211968
V	17888321
IV	40008539
I	1083712
I	7945989
V	46459808
III	40798465
II	43967047
V	7502458
III	31946429
V	14117096
III	9542400
III	24476150
V	20169262
I	691227
X	22257773
I	29049627
III	8139932
X	27210431
I	47842673
II	3240082
III	17971640
III	33294614
IV	13207983
IV	13355625
V	32112243
V	32303413
V	38595008
V	40620870
V	43597992
V	45157786
V	45211684
X	1792935
IV	41938280
X	34145370
II	44038298
V	11464730
V	23208249
V	41998122
X	17807178
IV	32569125
I	519595
II	31392165
III	35022795
IV	11684295
V	33744576
X	5950139
I	2929090
I	22455610
IV	30385607
I	33029984
III	1909866
X	3892222
I	47568347
I	16436460
IV	28597231
II	42665027
II	45113082
I	1757046
I	6667046
I	27072813
I	34481631
III	18733312
IV	44044016
V	2368448
I	48113280
IV	17459448
IV	36569557
IV	27699992
I	45705553
II	45197330
II	39250981
X	27104775
IV	30707864
I	31750
I	23695447
I	29666035
II	1870430
II	39165981
III	580336
V	5250698
I	14484657
X	19082183
III	44051044
V	47370707
II	23091524
I	911652
III	40414052
V	44051885
V	25436434
V	29395412
I	25131129
III	32918617
I	3898892
II	18857912
III	38607630
IV	13869443
V	7053978
V	14917353
V	47113270
IV	18899859
IV	3253912
III	34046856
I	35928582
I	16684932
I	33933961
I	37336392
III	4335169
IV	5578714
IV	43728575
I	6001382
X	17014335
II	16886893
IV	33569217
X	14680170
III	41394508
IV	33364515
III	36498515
IV	51931296
I	1876015
II	40013466
I	33213835
V	25463331
X	23420232
I	12728772
V	28038139
IV	48634579
I	16675175
I	24229665
I	31831012
I	35400186
II	9146562
II	17465730
II	25322482
III	17518997
IV	46117564
IV	47301434
II	12030952
